date,sp500_price,dividend,earnings,cpi,date_fraction,gs10,real_price,real_dividend,real_total_return_price,real_earnings,real_tr_scaled_earnings,cape,tr_cape,ecy,monthly_total_bond_returns,real_total_bond_returns,ten_year_annualized_stock_real_return,ten_year_annualized_bonds_real_return,real_10_year_excess_annualized_returns
1871-11-01,4.64,0.26,0.4,12.36889587,1871.8749999999993,5.3533333333333335,123.01964993420226,6.893342453209609,128.79836735305926,10.605142235707092,11.103307530436144,,,,1.004205101651193,1.050717282037579,0.11526991934606379,0.08259325022901964,0.032676669117044144
1871-12-01,4.74,0.26,0.4,12.65439174,1871.9583333333326,5.3566666666666665,122.83567214744691,6.737821678973881,129.19360771325114,10.365879506113663,10.902414153016972,,,,1.0042079181998806,1.031330727999685,0.11213517395572437,0.08499917774721588,0.027135996208508484
1872-01-01,4.86,0.2633,0.4025,12.65439174,1872.0416666666658,5.36,125.945435999281,6.823340184899318,133.06237480217484,10.430666253026875,11.0200835098509,,,,1.0030599998857486,1.0356704833401311,0.10768446401001142,0.0849309891814114,0.022753474828600018
1872-02-01,4.88,0.2667,0.405,12.65439174,1872.124999999999,5.378333333333333,126.46372997458668,6.911450160701284,134.21845685485425,10.495452999940085,11.139031767667209,,,,1.0030764483003818,1.038839634900825,0.10375207603565961,0.0839098290029967,0.019842247032662907
1872-03-01,5.04,0.27,0.4075,12.84464132,1872.2083333333323,5.3966666666666665,128.67553860196077,6.89333242510504,137.17556224486063,10.403825789741864,11.09107968547236,,,,1.0030928953450977,1.0266013661348654,0.10166592292535204,0.08551458849815541,0.01615133442719663
1872-04-01,5.18,0.2733,0.41,13.13013719,1872.2916666666656,5.415000000000001,129.374276933964,6.8258667733691825,138.52685507653783,10.240048946510665,10.964480807216315,,,,1.0031093410217495,1.0073855331848895,0.10007866793276299,0.08688549793064304,0.013193170002119947
1872-05-01,5.18,0.2767,0.4125,13.13013719,1872.3749999999989,5.433333333333334,129.374276933964,6.910784252437808,139.14349569429328,10.302488269355242,11.080442466003083,,,,1.0031257853321864,1.0105178383479383,0.09776066372272174,0.08587668085729061,0.01188398286543113
1872-06-01,5.13,0.28,0.415,13.0349719,1872.4583333333321,5.451666666666666,129.0609048033314,7.044259911292944,139.43780885230805,10.44059951138061,11.280056661541488,,,,1.003142228278255,1.0210771159167262,0.09647170562254859,0.08408634200547294,0.012385363617075651
1872-07-01,5.1,0.2833,0.4175,12.84464132,1872.5416666666654,5.470000000000001,130.2073902519841,7.232892874193547,141.3276787065159,10.659134398079091,11.569471737249097,,,,1.0031586698618002,1.0394633320598912,0.10250040147031392,0.08345252066981468,0.01904788080049924
1872-08-01,5.04,0.2867,0.42,12.93980661,1872.6249999999986,5.488333333333333,127.72919950153722,7.2658653764068895,139.29503968589694,10.644099958461435,11.607919973824744,,,,1.0031751100846626,1.0350778150153286,0.10684171794485064,0.08324921768267268,0.023592500262177962
1872-09-01,4.95,0.29,0.4225,13.0349719,1872.708333333332,5.506666666666667,124.53245200321453,7.295840622410548,136.47186740449865,10.629285044718815,11.648356359272862,,,,1.0031915489486818,1.0307834454158584,0.11370306084803916,0.08699311713523294,0.026709943712806217
1872-10-01,4.97,0.2933,0.425,12.74947603,1872.7916666666652,5.5249999999999995,127.83550505643798,7.54409529840106,140.78054524267807,10.931607575248721,12.038577812502652,,,,1.0032079864556935,1.0572289881054313,0.10870071962282002,0.08557233270220443,0.023128386920615585
1872-11-01,4.95,0.2967,0.4275,13.13013719,1872.8749999999984,5.543333333333333,123.62985923226293,7.410298835194426,136.8290794940496,10.677124206422707,11.817056865395193,,,,1.0032244226075313,1.029871681217814,0.10855245783606438,0.0897661676855337,0.018786290150530682
1872-12-01,5.07,0.3,0.43,12.93980661,1872.9583333333317,5.5616666666666665,128.48949235571305,7.6029285417581685,142.90876720957178,10.897530909853375,12.120467435920286,,,,1.0032408574060259,1.0483895674210992,0.10586247483438727,0.08917802028564115,0.01668445454874612
1873-01-01,5.11,0.3025,0.4325,12.93980661,1873.041666666665,5.58,129.50321616128082,7.666286279606152,144.74680321123992,10.960888647701358,12.251074831479697,,,,1.0053472215787504,1.051787248515076,0.1043883357395603,0.08914698112495523,0.015241354614605074
1873-02-01,5.15,0.305,0.435,13.22522149,1873.1249999999982,5.570833333333334,127.70024031559718,7.562829766263522,143.43602209215484,10.786330978113547,12.115469827201425,,,,1.0053398720295676,1.0345912828835473,0.10236955495561739,0.09024771897101957,0.012121835984597817
1873-03-01,5.11,0.3075,0.4375,13.22522149,1873.2083333333314,5.561666666666666,126.7083937888741,7.624820174183714,143.0356545547617,10.84832138603374,12.246203300921378,,,,1.0053325226495526,1.0401158679370517,0.10559090483294353,0.09103688685262346,0.014554017980320078
